source,agency_id,agency_name,agency_slug,agency_address,agency_location,public_profile_hint,agents_seen,verified_agents,superagents_seen,active_properties_proxy,sale_properties_proxy,rent_properties_proxy,commercial_properties_proxy,languages,areas,mobile_whatsapp_samples,agent_email_samples,lead_score,priority,pain_signal,recommended_channel
propertyfinder,6283,THRIVESTATE SQUARE REAL ESTATE,thrivestate-square-real-estate-6409,"Office 1705, Building Marina Plaza, Dubai Marina, Marina, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/thrivestate-square-real-estate-6409,2,2,2,115,44,70,1,Arabic; English; French,Downtown Dubai; Dubai Marina; Jumeirah Beach Residence; Jumeirah Lake Towers; Palm Jumeirah,+971585913754; +971525401054,charliesimmonds@thrivestate.io; alihail@thrivestate.io,75,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3104,Allsopp & Allsopp -Business Bay,allsopp-allsopp-business-bay-3230,"Office 26th Floor, Building Vision Tower, Business Bay, Al Khaleej Al Tejari 1 Street, Dubai, PO Box 55720",Dubai,https://www.propertyfinder.ae/en/broker/allsopp-allsopp-business-bay-3230,4,4,4,105,104,1,0,English; Russian,Business Bay; City Walk; Downtown Dubai; Dubai Marina; Meydan; Mohammed Bin Rashid City; Nad Al Sheba; Palm Jumeirah; Umm Suqeim; Zabeel,+971585650036; +971585421993; +971557770387; +971585240195,millicent@allsoppandallsopp.com; sarah.h@allsoppandallsopp.com; daniel.p@allsoppandallsopp.com; michael.w@allsoppandallsopp.com,75,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4956,BILLIONAIRE HOMES REAL ESTATE L.LC.,billionaire-homes-real-estate-5082,"Office 315, Building Apex Atrium, Motor City, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/billionaire-homes-real-estate-5082,4,4,3,102,100,2,0,Arabic; English; German; Hindi; Punjabi; Urdu,Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Dubai Investment Park (DIP); Jebel Ali; Motor City; Palm Jebel Ali; Sheikh Zayed Road,+971525927781; +971529001436; +971528082148; +971502343207,S.yousuf@billionaire-homes.com; shubham@billionaire-homes.com; shakeel@billionaire-homes.com; emangouda@billionaire-homes.com,74,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7767,GHADERI REALTY L.L.C,ghaderi-realty-l-l-c-7893,"Office Office 1313, Building Metropolis Tower,, Business Bay, Marasi Drive, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/ghaderi-realty-l-l-c-7893,3,3,3,106,59,40,7,English; Italian; Persian/Farsi; Spanish; Swedish,Business Bay; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Marina; Nad Al Sheba,+971504158204; +971585983520; +971525101869,Jessica@ghaderiestate.com; dominic@ghaderiestate.com; michael@ghaderiestate.com,74,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8077,C B A REAL ESTATE L.L.C,c-b-a-real-estate-l-l-c-8203,"Office 1205, Building DAMAC Smart Heights, Barsha Heights (Tecom), 7 Al Nahar 2 St, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/c-b-a-real-estate-l-l-c-8203,3,3,3,107,80,27,0,Afrikaans; Arabic; Azerbaijani; Belarusian; Bengali; Bulgarian; Dutch; English; French; German; Hindi; Italian,Al Wasl; Business Bay; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Harbour; Dubai Hills Estate; Jumeirah Lake Towers,+971501627373; +971504972972; +971543227727,zain.r@cbaestate.com; salman@cbaestate.com; chuiko.yelena@gmail.com,74,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7127,HIGHLINE REAL ESTATE,highline-real-estate-7253,"Office 315, Building The Light Commercial Tower Arjan, Dubai, P.O. Box 52905, Arjan, 0, Dubai, PO Box 52905",Dubai,https://www.propertyfinder.ae/en/broker/highline-real-estate-7253,4,4,4,102,35,66,1,English; Hindi; Punjabi; Urdu,Al Barsha; Arjan; Dubai Marina; Dubai Silicon Oasis; Dubai Sports City; Jumeirah; Jumeirah Village Circle; Nad Al Sheba,+971551328587; +971523873357; +971554896545; +971544236800,adnanrealtor1991@gmail.com; waseem@highlinerealest.co; hinarealtor23@gmail.com; aliibtihaj23@gmail.com,74,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7071,R N S REAL ESTATE BROKERAGE L.L.C,r-n-s-real-estate-brokerage-l-l-c-7197,"Office 703, Building Business Bay, Business Bay, bay square, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/r-n-s-real-estate-brokerage-l-l-c-7197,3,3,3,100,91,9,0,Arabic; English; Hindi; Punjabi; Urdu,Downtown Dubai; Dubai Hills Estate; Dubai Land; Dubai South (Dubai World Central); Jumeirah Village Circle; Palm Jebel Ali,+971552262369; +971562567701; +971503444174,nikhil@rnsrealty.com; bakhtawar.akbar@rnsrealty.com; tabrez@rnsrealty.com,73,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4563,LUXURY ONE REAL ESTATE L.L.C,luxury-one-real-estate-l-l-c-4689,"Office B2B, Building The Bay Gate Tower, Business Bay, F22 B, Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/luxury-one-real-estate-l-l-c-4689,3,3,3,102,35,12,55,English; Hindi; Russian; Ukrainian; Urdu,Al Barsha; Business Bay; Dubai Marina; Dubai Media City; Dubai South (Dubai World Central); Jumeirah Village Circle; Sheikh Zayed Road,+971521096888,listings@l1re.com; leads@l1re.com; Tatiana@l1re.com,73,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3514,Al Fares Real Estate L.L.C - Ajman,al-fares-real-estate-l-l-c-ajman-3640,"Office 2, Building al ghanem, Al Mwaihat, al tallah street, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/al-fares-real-estate-l-l-c-ajman-3640,2,2,2,109,109,0,0,Arabic; English,Al Yasmeen; Al Zahya,+971555212046; +971545489209,klivebeko@gmail.com; mohamedbakar205@gmail.com,73,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9502,KATAL PROPERTY INVESTEMENT - L.L.C,katal-property-investement-l-l-c-9628,"Office 1001, Building Kamala Tower, Al Khalidiya, Khalidiya Street, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/katal-property-investement-l-l-c-9628,2,2,2,108,65,40,3,Arabic; English,Al Reem Island; Saadiyat Island; Yas Island,+971556611616; +971557300002,m.khateeb@katal.ae; a.khateeb@katal.ae,73,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2930,TurnKey Properties,turnkey-properties-3056,"Office 110, Building Stadium Point, Dubai Sports City, Stadium Point, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/turnkey-properties-3056,3,3,3,97,40,57,0,English; Hindi; Romanian; Urdu,Al Barari; Arabian Ranches 3; DAMAC Hills; Damac Lagoons; Dubai Hills Estate; Dubai Silicon Oasis; Emirates Hills; Palm Jumeirah; The Villa,+971567486817; +971508581879; +971556146574,harn@turnkeyproperties.ae; preeti@turnkeyproperties.ae; hafiziqbal@turnkeyproperties.ae,72,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9212,EQUITY REAL ESTATES L.L.C,equity-real-estates-l-l-c-9338,"Office 1902, Building Boulevard Plaza Tower 2, Downtown Dubai, ., Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/equity-real-estates-l-l-c-9338,5,5,5,85,42,15,28,English,Business Bay; City Walk; DIFC; Downtown Dubai; Jumeirah; Jumeirah Golf Estates; Jumeirah Islands; Jumeirah Lake Towers; Jumeirah Village Circle; Palm Jumeirah,+971585426250; +971585983722; +971585939028; +971585778542; +971568829299,rhiannon@equitydxb.com; jackhudson@equitydxb.com; dylan@equitydxb.com; lee@equitydxb.com; charlie@equitydxb.com,72,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5464,Xsite Real Estate Broker,xsite-real-estate-broker-5590,"Office 12B04 & 202B, Building Prime Business Center, Tower B, Jumeirah Village Circle, JVC st., Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/xsite-real-estate-broker-5590,2,2,2,104,23,80,1,English; Hindi; Kannada; Urdu,Business Bay; Downtown Dubai; Dubai Land; Jumeirah Village Circle; Meydan,+971589205692; +971566267000,rehan@xsite.ae; alam@xsite.ae,72,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1908,Gold Mark Real Estate,gold-mark-real-estate-2035,"Office 1403, Building Control Tower, Motor City, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/gold-mark-real-estate-2035,4,4,4,88,54,34,0,Arabic; English; Hindi; Punjabi,Arabian Ranches; Arabian Ranches 2; Arabian Ranches 3; Dubai Hills Estate; Dubai Land; Jumeirah Golf Estates; Mudon; Town Square,+971559025370; +971502150574; +971585642606; +971585263299,ds@goldmark.ae; mg@goldmark.ae; ab@goldmark.ae; rc@goldmark.ae,71,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,11074,HOUSINOVA REAL ESTATE L.L.C,housinova-real-estate-l-l-c-11200,"Office Office 4, Building Property Investment, Dubai Investment Park, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/housinova-real-estate-l-l-c-11200,1,1,1,102,96,0,6,English; Punjabi; Urdu,Al Marjan Island; Business Bay; Dubai Design District,+971545684444,kasim.khokhar@housinova.com,71,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7501,SISU REAL ESTATE L.L.C,sisu-real-estate-l-l-c-7627,"Office 807, Building Dusseldorf Business Point, Al Barsha, Al Barsha 1, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/sisu-real-estate-l-l-c-7627,5,5,5,81,66,15,0,Arabic; English; French,Arabian Ranches 3; Downtown Dubai; Dubai Harbour; Dubai Hills Estate; Dubai Land; Dubai South (Dubai World Central); The World Islands,+971555121522; +971566677868; +971585922899; +971502920331; +971505497408,omar@sisudubai.com; naaman@sisudubai.com; abed.alhajj@sisudubai.com; jihad@sisudubai.com; ahmad@sisudubai.com,71,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8433,VLAKAR REAL ESTATE L.L.C,vlakar-real-estate-l-l-c-8559,"Office ,, Building ,, Business Bay, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/vlakar-real-estate-l-l-c-8559,2,2,2,92,87,0,5,Arabic; English; French; Italian,Downtown Dubai; Jumeirah; Mohammed Bin Rashid City; Palm Jebel Ali,+971526421154; +971525995837,kabueicha@vlakar.ae; admin@vlakar.ae,70,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4067,fam Properties - Branch 1,fam-properties-branch-1-4193,"Office 802, Building 1, Building Building 01, Office 802, Bay Square,, Business Bay, bay square, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-1-4193,4,4,4,82,66,9,7,Arabic; English; French; Hindi; Romanian; Spanish,Al Wasl; Business Bay; Damac Lagoons; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Jumeirah; Jumeirah Beach Residence; Jumeirah Village Circle; Mohammed Bin Rashid City,+971569551551; +971526752352,khaled.e@famproperties.com; lucian@famproperties.com; hajar@famproperties.com; sidharth@famproperties.com,70,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4073,fam Properties - Branch 8,f-a-m-real-estate-broker-property-management-4199,"Office 303 - 304, Building Bay Square -  Building 13, Business Bay, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/f-a-m-real-estate-broker-property-management-4199,2,2,2,93,60,33,0,English; French; Spanish; Turkish,City Walk; Dubai Creek Harbour (The Lagoons); Jumeirah; Jumeirah Golf Estates; Meydan,+971569551551,aylin.a@famproperties.com; amanda.c@famproperties.com,70,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9222,CHELSEA PROPERTIES L.L.C,chelsea-properties-l-l-c-9348,"Office 910, Building Damac Executive Heights, Barsha Heights (Tecom), ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/chelsea-properties-l-l-c-9348,2,2,2,90,55,34,1,English; Russian; Turkish; Uzbek,Dubai Harbour; Jumeirah Beach Residence; Nad Al Sheba; Palm Jebel Ali; Palm Jumeirah; Zabeel,+971557870600; +971585894808,oybek.Shamsiddinov@gmail.com; yousuf@chelsea.ae,70,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5215,XO Property,xo-property-5341,"Office 202, Building Daytona House, Motor City, Motor City, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/xo-property-5341,4,4,4,78,27,51,0,English; Serbian,Al Furjan; Dubai Harbour; Jumeirah Lake Towers; Jumeirah Park; Jumeirah Village Triangle; Mohammed Bin Rashid City; Mudon; Palm Jumeirah; Tilal Al Ghaf; Zabeel,+971585731861,rosie.styles@xoproperty.ae; eoin@xoproperty.ae; matthew.lever@xoproperty.ae; stefan.novkovic@xoproperty.ae,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4198,Nexus Properties,nexus-properties-4324,"Office 404, Building Park Heights Square 2, Dubai Hills Estate, Dubai Hills Estate, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/nexus-properties-4324,3,3,3,84,39,45,0,Arabic; English; French; Russian,Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Jumeirah Islands; Meydan; Motor City; Palm Jumeirah,+971523068545; +971522869728; +971504691837,maher@nexuspoint.ae; roman@nexuspoint.ae; sylvie@nexuspoint.ae,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9555,Croswell Real Estate,croswell-real-estate-9681,"Office 402-19, Building Galadari Building, IMPZ, Me’aisem First - 402-19, Galadari Building 16, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/croswell-real-estate-9681,4,4,4,78,28,50,0,Arabic; English; Italian; Russian,Al Furjan; Arabian Ranches 3; Business Bay; Damac Lagoons; Motor City; Tilal Al Ghaf; Town Square,+971585318934; +971585371608; +971585732626; +971585527844,justin@croswell.ae; calum@croswell.ae; ibrahim@croswell.ae; myles@croswell.ae,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3459,Ray Wood Properties,ray-wood-properties-3585,"Office 120 3rd floor, Building Oasis Mall Sheikh Zayed Road Dubai, UAE  PO Box 12617, Business Bay, BB, Dubai, PO Box --",Dubai,https://www.propertyfinder.ae/en/broker/ray-wood-properties-3585,2,2,1,89,52,37,0,English; Hindi,Arabian Ranches 3; Dubai Land; Jumeirah; Mudon; Reem,+971585796925; +971543280962,sonika@raywoodproperties.com; hiteshroyra@raywoodproperties.com,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12561,Noble Estate LLC,noble-estate-llc-12690,"Office Business Center, Building 03, Sharjah Airport freezone (SAIF), Freezone, Sharjah,",Sharjah,https://www.propertyfinder.ae/en/broker/noble-estate-llc-12690,1,0,0,129,65,0,64,Arabic,Al Rahmaniya; Muwaileh Commercial; Sharjah Industrial Area,+971581358075,salmahamada20266@gmail.com,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2463,betterhomes - Dubai Marina,better-homes-dubai-marina-2591,"Office 1901, Building Marina Plaza, Dubai Marina, Al Marsa Street, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/better-homes-dubai-marina-2591,4,4,4,78,50,28,0,Arabic; Bulgarian; English; Romanian; Russian,Al Furjan; Dubai Harbour; Dubai Marina; Jumeirah Beach Residence; Jumeirah Lake Towers; Palm Jumeirah,+971545835004; +971553192309,mohamed.abdelkarim@bhomes.com; martin.njeim@bhomes.com; victor.danu@bhomes.com; nina.pekina@bhomes.com,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6343,BENCO REAL ESTATE L.L.C,benco-real-estate-l-l-c-6469,"Office Golden Mile 10, Building Golden Mile 10, Palm Jumeirah, NA, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/benco-real-estate-l-l-c-6469,3,3,3,82,44,38,0,Arabic; English; Latvian; Persian/Farsi; Russian,Business Bay; Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Dubai Sports City; Jumeirah Village Circle; Mohammed Bin Rashid City; Palm Jumeirah,+971501236458; +971588589528; +971504123255,ben@benandcore.com; alexey.a@benandcore.com; sarah.s@benandcore.com,69,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1144,Dubai Sotheby's International Realty,dubai-sothebys-international-realty-1245,"Office G-05, Building Building 4, The Greens, Emaar Business Park, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/dubai-sothebys-international-realty-1245,7,7,7,56,44,12,0,Arabic; Dutch; English; French; German; Japanese; Persian/Farsi; Russian,Al Barari; Al Jaddaf; Business Bay; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Hills Estate; Emirates Hills; Jumeirah; Jumeirah Islands; Mohammed Bin Rashid City; Palm Jumeirah,+971508161409,hdpf@sothebysrealty.ae; cmopf@sothebysrealty.ae; topf@sothebysrealty.ae; amd@sothebysrealty.ae; dkpf@sothebysrealty.ae; jorpf@sothebysrealty.ae; lgpf@sothebysrealty.ae,68,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4685,ASSET HOMEZ INTERNATIONAL PROPERTIES L.L.C,asset-homez-international-properties-l-l-c-4811,"Office 5th Floor, Building Baygate Tower, Business Bay, BB, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/asset-homez-international-properties-l-l-c-4811,2,2,2,84,8,27,49,English; Hindi; Malayalam; Tamil; Urdu,Business Bay; Dubai Marina; Sheikh Zayed Road; Zabeel,+971561332053; +971505241061,hamza@assethomez.com; majid@assethomez.com,68,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7885,Hamptons International,hamptons-international-t2-8011,"The Greens, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/hamptons-international-t2-8011,3,3,3,79,42,37,0,Arabic; English; French; German; Hindi; Romanian; Urdu,Business Bay; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Harbour; Dubai Hills Estate; Palm Jumeirah,+971543339189; +971585661902; +971565477115,itiriac@hamptonsuae.com; sabdelsameaa@hamptonsuae.com; fzahid@hamptonsuae.com,68,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4806,DELUXXIS PROPERTIES,deluxxis-properties-4932,"Office 312, Building Clover Bay Tower, Business Bay, Marasi Drive, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/deluxxis-properties-4932,2,2,2,80,45,35,0,Arabic; English,Business Bay; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Harbour; Dubai Land; Dubai Marina,+971503669902,asma@deluxxis.ae; firas@deluxxis.ae,68,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2002,Bridges and Allies Real Estate Brokers,bridges-and-allies-real-estate-brokers-2130,"Office 504, Building Al Fattan Marine Tower, Dubai Marina, JBR, The Walk, Dubai, PO Box 1",Dubai,https://www.propertyfinder.ae/en/broker/bridges-and-allies-real-estate-brokers-2130,2,2,2,82,8,73,1,English; Hindi; Punjabi; Urdu,DIFC; Downtown Dubai; Dubai Hills Estate; Zabeel,+971588712596; +971505698653,ramandeep.s@bridgesandalliesre.com; abdullah.a@bridgesandalliesre.com,68,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10470,PLAUSIBLE REAL ESTATE L.L.C,plausible-real-estate-l-l-c-10596,"Office 2208, Building Silver Tower, Business Bay, Marasi Drive, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/plausible-real-estate-l-l-c-10596,3,3,3,72,45,27,0,Arabic; English; Hindi; Pashto; Persian/Farsi; Punjabi; Urdu,Arabian Ranches 3; Business Bay; Downtown Dubai; Dubai Investment Park (DIP); Dubai Land; Mudon,+971544906816; +971566622944; +971502431636,sajidrahman188@gmail.com; naeem@plausiblerealestate.com; kazim@plausiblerealestate.com,67,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,753,Christie’s International Real Estate Dubai,christies-international-real-estate-dubai-854,"Office P03, Building Bay Square - Building 2, Business Bay, -, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/christies-international-real-estate-dubai-854,5,5,5,61,36,24,1,English; Hindi; Persian/Farsi; Russian; Urdu,Al Barari; Business Bay; DAMAC Hills; Downtown Dubai; Dubai Hills Estate; Dubai Internet City; Dubai Land; Jumeirah; Mohammed Bin Rashid City; Palm Jumeirah,+971563843168; +971501494132; +971585949528; +971527180606; +971503944914,mahsa@christiesrealestatedubai.com; kunal@christiesrealestatedubai.com; stella@christiesrealestatedubai.com; shoaib@christiesrealestatedubai.com; jd@christiesrealestatedubai.com,67,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7021,PARAGON PROPERTIES LLC - RAK,paragon-properties-llc-rak-7147,"Office 01, Building Pacific Apts, Al Marjan Island, Marjan Island, Ras Al Khaimah,",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/paragon-properties-llc-rak-7147,1,1,1,80,75,5,0,English; French; Mandarin; Russian,Al Hamra Village; Al Marjan Island,+971509420088,daria@paragonrak.com,67,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7013,D K V INTERNATIONAL REAL ESTATE,d-k-v-international-real-estate-7139,"Office 701, Building Empire Heights, Business Bay, Asayel Street, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/d-k-v-international-real-estate-7139,1,1,1,80,9,16,55,English; Hindi; Urdu,Business Bay; Downtown Dubai; Sheikh Zayed Road,+971559764106,kavita@dkvrealestate.com,67,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5800,Terra Property Advisors FZ - LLC,terra-property-advisors-fz-llc-5926,"Office T1-F9-8, Building RAKEZ Amenity Centre, Al Jazirah Al Hamra, Al Hamra Industrial Zone, Ras Al Khaimah,",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/terra-property-advisors-fz-llc-5926,1,1,1,80,76,4,0,Arabic; English; Russian,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971502869610,mohamad@terra-property.com,67,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3560,Better Homes - Motor City,better-homes-motor-city-3686,.,Dubai,https://www.propertyfinder.ae/en/broker/better-homes-motor-city-3686,5,5,5,59,30,29,0,English; Latvian; Persian/Farsi; Russian; Spanish,Al Barari; Business Bay; Dubai Harbour; Dubai Hills Estate; Dubai Science Park; Jumeirah; Jumeirah Islands; Sheikh Zayed Road; Tilal Al Ghaf; Town Square,+971545835004; +971585167474,niks.degis@bhomes.com; sydney.martin@bhomes.com; siyazini.james@bhomes.com; sahar.habibi@bhomes.com; clifford.kirkpatrick@bhomes.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12928,KREST PREMIUM PROPERTIES L.L.C,krest-premium-properties-l-l-c-v2-12928,"Office ., Building 11 - 405, Business Bay, Baysquare, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/krest-premium-properties-l-l-c-v2-12928,1,1,1,76,64,11,1,English; Hindi,Downtown Dubai; Mohammed Bin Rashid City; Zabeel,+971509090157,krestpremiumproperties@gmail.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3301,AX CAPITAL Real Estate,ax-capital-real-estate-3427,"Office 14 th, Building Westburry Tower, Business Bay, Westbry, Dubai, PO Box ,",Dubai,https://www.propertyfinder.ae/en/broker/ax-capital-real-estate-3427,2,2,2,74,63,11,0,Dutch; English; French; German; Russian,Bluewaters; Business Bay; Dubai Marina; Jumeirah; Palm Jumeirah; Umm Suqeim,+971586448869; +971529265378,m.tuguchev@axcapital.ae; d.desaever@axcapital.ae,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6134,ASGARD REAL ESTATE,asgard-real-estate-6260,"Office Office D76 6th floor, Building Rasis Business Center, Al Barsha, ., Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/asgard-real-estate-6260,1,1,0,114,114,0,0,Arabic; English,Dubai Land; Jumeirah Village Circle; Jumeirah Village Triangle,+971585613212,Khaled@asgardre.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5004,AWG PROPERTIES LLC,awg-properties-llc-5130,"Office 1909-18, Building The Prism, Business Bay, Al Mustaqbal St, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/awg-properties-llc-5130,1,1,1,75,4,44,27,English; Hindi; Tagalog,Downtown Dubai; Dubai Land; Sheikh Zayed Road,+971565461826,asad.awgdubai@gmail.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9810,TRINITY REAL ESTATE BROKERS L.L.C,trinity-real-estate-brokers-l-l-c-9936,"Office 3803, Building Single Business Tower, Business Bay, 1, Dubai, PO Box 0",Dubai,https://www.propertyfinder.ae/en/broker/trinity-real-estate-brokers-l-l-c-9936,1,1,1,75,35,34,6,English; Hindi; Malayalam; Tamil; Telugu,Business Bay; Downtown Dubai; Jumeirah Village Circle,+971555861245,hr@trinitydubai.ae,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4074,fam Real Estate Broker - Palm Jumeirah,fam-properties-branch-3-4200,"Office Unit 10, Building Golden Mile 9, Palm Jumeirah, Golden Mile Galleria, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-3-4200,3,3,3,69,59,10,0,Arabic; English; Russian,Al Wasl; Dubai Creek Harbour (The Lagoons); Dubai Marina; Jumeirah Beach Residence; Jumeirah Park; Palm Jebel Ali; Palm Jumeirah,+971569551551,ryan@famproperties.com; iurii@famproperties.com; yasser.k@famproperties.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6429,Realty Real Estate,realty-real-estate-6555,"Office 1, Building 1, Sharjah Airport freezone (SAIF), 1, Sharjah,",Sharjah,https://www.propertyfinder.ae/en/broker/realty-real-estate-6555,1,1,1,79,66,10,3,Arabic; English,Al Khan; Al Qasba; Al Taawun,+971507568744,uaerealty2020@gmail.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7004,Al Baqa Properties LLC,al-baqa-properties-llc-7130,"Office building 3, Building 101, Al Rawda, al jurf industrial area, Ajman, PO Box 552201",Ajman,https://www.propertyfinder.ae/en/broker/al-baqa-properties-llc-7130,1,1,1,78,46,5,27,Arabic; English; French,Ajman Downtown; Al Jurf Industrial; Al Nuaimiya,+971585908369,Norel.albaqa@gmail.com,66,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
